id,latitude,longitude,population
Bant,52.76666667,5.75,773468
Kortwoude,53.18333333,6.166666667,773468
Oirlo,51.51666667,6.033333333,773795
De Kampkens,51.58333333,0.083333333,774424
Loon,53.01388889,6.6125,774665
Otterlo,52.1,5.783333333,775605
Groenlanden,51.86666667,5.916666667,776627
Broekhuizenvorst,51.5,6.166666667,776864
Aarle,51.5,0.083333333,776967
Bosscherheide,51.56666667,6.083333333,777074
Ruiten,53.2,0.75,777488
Landerum,53.38333333,5.3,778461
Ravenswoud,52.96666667,6.383333333,778803
Woerden,52.08472222,4.883333333,778819
Een,53.07638889,6.395833333,779309
Venweg,51.45,0.066666667,779587
Offenbeek,51.28333333,6.1,779610
Gassel,51.73333333,0.083333333,779841
Heerlen,50.9,5.983333333,779896
Ruinerweide,52.73055556,6.334722222,780563
Het Vliet,53.1,5.483333333,781283
Amstelveen,52.3,4.866666667,781309
Alblasserdam,51.86666667,4.65,781345
Lakei,51.65,6.066666667,781410
Rijckholt,50.8,5.733333333,781582
Loo,51.7,0.083333333,781587
Mariaheide,51.63333333,0.083333333,781947
't Hof,51.5,0.083333333,782007
Kalteren,52.85416667,6.295833333,782200
Hoek Makkinga,52.98333333,6.233333333,782275
De Pol,52.60416667,6.4,782523
Loosdorp,51.90277778,5.083333333,782532
Goidschalxoord,51.82638889,4.45,782677
Appel,52.18333333,5.55,782678
Vortum-Mullem,51.61666667,0.083333333,782906
Hooge Aard,51.55,0.066666667,783001
De Haandrik,52.62361111,6.683333333,783176
Heeswijk,51.73333333,0.083333333,783281
Schalkwijk,51.99444444,5.183333333,783428
Leidschendam,52.0875,4.383333333,783560
Sint Laurens,51.53333333,3.6,783727
Moleneind,51.65,0.083333333,783776
Parrega,53.01666667,5.483333333,783843
De Moer,51.61666667,0.083333333,783855
Simpelveld,50.83333333,5.983333333,784147
Bulkenaar,51.5,0.066666667,784620
Osingahuizen,52.98333333,5.616666667,784947
Busch en Dam,52.5,4.75,785395
Nieuw-Bergen,51.6,6.05,785590
Den Hoorn,52.05,4.516666667,786291
Eelen en Rhaan,52.41666667,6.45,786539
Blije ,53.35,5.866666667,786632
Idzega,52.98333333,5.55,786713
De Bult,52.81388889,6.116666667,786958
Allersma,53.31666667,0.45,787017
Oshaar,52.69027778,6.363888889,787284
Hoevestein,51.48333333,0.066666667,787402
Belvert,51.6,0.083333333,787696
Noordbroeksterhamrik,53.2,0.9,787956
Sandfirden,52.98333333,5.516666667,788021
Lunen,51.78333333,5.75,788056
Warga,53.15,5.833333333,788458
Noorderburen,53.26666667,0.383333333,788540
Westerwijk,51.5,0.083333333,788748
Huinerwal,52.23333333,5.6,788820
Heenvliet,51.86527778,4.233333333,789321
Hantumhuizen,53.36666667,6,789471
Dijkhuisjes,51.71666667,3.95,789514
Opeinde,53.13333333,6.066666667,789514
Wapserveen,52.825,6.218055556,789518
Park Leeuwenbergh,52.05833333,4.35,789714
Nederhorst den Berg,52.26666667,5.05,790095
Zevenaar,51.93333333,6.066666667,790113
Holtum,51.05,5.833333333,790281
Laarstraat,52.33333333,5.983333333,790572
Eperheide,50.78333333,5.9,790866
Schietecoven,50.9,5.766666667,791020
Kreileroord,52.85,5.083333333,791413
De Blijnse,53.18333333,5.45,792127
Reijerscop,52.07638889,4.966666667,792187
Klein-Valkenisse,51.48333333,3.516666667,792244
Groeningen,51.6,0.083333333,792304
Nieuw Acht,51.46666667,0.083333333,792610
Hoogen-Aarle,51.51666667,0.083333333,792637
Berkelaar,51.11666667,5.866666667,792859
IJhorst,52.65972222,6.283333333,793629
Bus,51.7,0.083333333,794678
Stevert,51.36666667,0.083333333,794847
Rijsberkampen,52.93333333,6.216666667,794909
De Marshoek,52.50833333,6.183333333,794964
Ampsen,52.16666667,6.433333333,795183
De Wolfsputten,51.5,0.083333333,795373
Hulsen,51.28333333,5.766666667,796214
Vessem,51.41666667,0.083333333,796444
Valthermond,52.88194444,6.9625,796594
Ostaaijen,51.43333333,0.066666667,796722
Oosterwierum,53.11666667,5.733333333,797011
Usselo,52.20277778,6.816666667,797134
De Rietschoof,51.76666667,5.133333333,797480
Haring,51.68333333,0.083333333,797922
Kropswolde,53.13333333,0.716666667,797952
Dongjum,53.21666667,5.55,798137
Zwaanshoek,52.31666667,4.616666667,798225
Rozenburg,52.28333333,4.733333333,798234
Voordeldonk,51.4,0.083333333,798348
Westeremden,53.33333333,0.7,798481
Bleiswijk,52.01111111,4.516666667,798567
Baarlo,52.7375,5.95,798825
Nieuwklap,53.23333333,0.466666667,799174
Boerenhoek,51.9,5.966666667,799683
Boschkens,51.53333333,0.083333333,800190
Dalen,52.69861111,6.755555556,800651
Wageningen,51.96666667,5.666666667,801212
Eindewege,51.5,3.816666667,801488
Plein,51.66666667,0.083333333,801816
Markelo,52.23472222,6.483333333,801941
Steggerda,52.85,6.066666667,802220
Nieuwpoort,51.93611111,4.866666667,802304
Britswerd ,53.11666667,5.683333333,802432
Een-West,53.08472222,6.338888889,802735
Bunschoten,52.23333333,5.383333333,802821
Soestdijk,52.19166667,5.283333333,803080
Balmahuizen,53.26666667,0.366666667,803339
Laar,51.3,0.083333333,803371
Peizerweg,53.2,0.516666667,803377
Barsbeek,52.65694444,6.016666667,803788
Bakheide,51.26666667,6.033333333,804196
Sint Antoniusbank,50.85,5.766666667,804235
Leiderdorp,52.15833333,4.516666667,804289
Kloosterhaar,52.49722222,6.666666667,804843
Baarschot,51.43333333,0.083333333,805403
Hei- en Boeicop,51.94583333,5.066666667,805472
Breehees,51.48333333,0.083333333,805483
Zuideinde,52.48194444,5.916666667,805542
't Rooth,50.83333333,5.783333333,805744
Sandenburg,52.00694444,5.333333333,806060
Wirdum,53.15,5.816666667,806337
Gennep,51.41666667,0.083333333,807069
Boven Veensloot,53.11666667,0.916666667,807347
Edens ,53.11666667,5.616666667,807661
Itteren,50.9,5.7,807852
De Hoef,51.38333333,0.083333333,808164
De Munte,51.31666667,3.5,808467
Molenwijk,51.61666667,0.083333333,808509
Duur,52.36388889,6.1,808935
Nieuwaal,51.8,5.183333333,809021
Bergakker,51.88333333,5.383333333,809387
Laag-Keppel,52,6.216666667,811489
Driesum ,53.3,6.05,812081
Epen,50.76666667,5.916666667,812153
Douwen,53.33333333,0.383333333,812227
Oude-Niedorp,52.71666667,4.883333333,812450
Kreijel,51.28333333,5.766666667,812608
Koedijk,52.66666667,4.75,812680
De Holm,53.16666667,0.333333333,812740
Reusel,51.35,0.083333333,812862
Heusden,51.38333333,0.083333333,813142
Lage Bijssel,52.4,5.783333333,813238
Overhaelen,51.23333333,5.95,813455
Farmsum,53.31666667,0.916666667,813916
Achlum,53.15,5.483333333,813921
De Westen,53.05,4.75,814239
Beets,52.58333333,4.983333333,814316
Petten,52.76666667,4.666666667,814596
Koevering,51.56666667,0.083333333,814800
Veenhuizen,53.01666667,0.1,815279
Schoonbron,50.85,5.883333333,815514
Peelkant,51.61666667,0.083333333,815651
Vierakker,52.1,6.233333333,816140
Espel,52.71666667,5.65,817589
Kamerik-Mijzijde,52.125,4.883333333,817726
Elfbergen,52.86666667,5.55,817819
Bisschop,53.05,6.25,818031
Vierhuizen,53.05,5.45,818173
Kadijk,51.94305556,4.783333333,818645
Grashoek,51.36666667,5.95,818703
Westermient,53.06666667,4.766666667,819231
Hollevoeterbrug,52.04166667,4.55,819648
Braakpeel,51.28333333,5.8,819910
Huis ter Heide,53.02083333,6.481944444,819947
IJsselmuiden,52.56527778,5.933333333,820085
Wittelte,52.82916667,6.336111111,820195
Venebrugge,52.56111111,6.666666667,820307
Kerensheide,50.96666667,5.783333333,820396
Schoonloo,52.90555556,6.7,820656
Gastelsveer,51.56666667,0.066666667,821670
Amsterdam,52.379189,4.899431,821752
Ossendrecht,51.38333333,0.066666667,821964
Broekhuizen,50.91666667,6.066666667,823044
Meliskerke,51.51666667,3.516666667,823535
Spitsendijk,53,5.916666667,823569
Hooge Wijst,51.71666667,0.083333333,823855
Binnen-Moerdijk,51.7,0.066666667,824589
De Winkel,51.11666667,6.05,824627
Terschuur,52.16666667,5.516666667,825298
Berlicum,51.66666667,0.083333333,825332
Andelst,51.9,5.733333333,825443
Eext,53.01805556,6.734722222,825617
Nederweert,51.28333333,5.75,825698
Zwiep,52.15,6.45,825915
Overslingeland,51.88194444,4.916666667,825999
Langlaar,51.48333333,0.083333333,826122
Stokkelen,51.33333333,0.083333333,826688
Enumatil,53.2,0.4,826811
Wilhelminapark,52.1,6.066666667,827922
Brachterbeek,51.15,5.9,827983
Uiteinde,53.36666667,0.866666667,828030
Weitemanslanden,52.40277778,6.683333333,828099
Schans,51.8,0.066666667,828405
Suttum,53.28333333,0.433333333,828634
Eexterveen,53.05416667,6.802777778,829330
Lheebroek,52.84583333,6.426388889,829853
Duiksehoef,51.63333333,0.083333333,830004
Oosterblokker,52.66666667,5.116666667,830125
Vloet,51.63333333,0.083333333,830298
Stein,50.96666667,5.766666667,830757
Kapelle,51.65,3.966666667,831119
Hengelo,52.05,6.316666667,831292
Rinnegom,52.61666667,4.65,831658
Hengstdijk,51.35,4,832381
Lintelo,51.93333333,6.516666667,833526
Kruishaar,52.2,5.55,833549
De Hoek,51.91666667,4.75,833784
Helhoek,51.93333333,6.033333333,834000
Egchelheide,51.3,5.966666667,834498
Blauwe Sluis,51.58333333,0.066666667,834779
Sondel,52.86666667,5.6,834973
Amerika,53.09166667,6.370833333,835033
Lintvelde,52.08333333,6.55,835211
De Bus,51.55,0.083333333,835260
Tiengemeten,51.74166667,4.316666667,835497
Huizinge,53.33333333,0.666666667,835953
Kleine Meers,50.96666667,5.75,836422
Stevensweert,51.13333333,5.85,836809
Leuvenum,52.3,5.716666667,836924
Holtland,52.84305556,6.347222222,837032
Oosseld,51.95,6.316666667,837151
Pieriksmars,52.26944444,6.316666667,837203
Melleschet,50.78333333,5.95,837397
De Delle,52.4,6,837435
Westerwijtwerd,53.33333333,0.633333333,837568
Spekt,51.48333333,0.083333333,837674
Noorddijk,52.63333333,4.9,837773
Ganzedijk,53.2,0.116666667,838421
Putten,52.26666667,5.616666667,838441
Brinkheurne,51.95,6.733333333,838683
Platteweg,52.025,4.733333333,838815
Westervoort,51.96666667,5.966666667,838827
Tjeppenboer,53.18333333,5.6,839089
's-Gravenzande,52.00138889,4.15,839103
Kaalheide,50.86666667,6.05,839213
Lhee,52.82638889,6.394444444,839213
Kruishoofd,51.38333333,3.466666667,839711
Fokkershoek,51.65,0.083333333,839727
Aalst,51.95,5.55,839824
Egypte,51.35,0.083333333,839911
Poortugaal,51.85833333,4.383333333,840505
Selissen,51.6,0.083333333,840928
Zevenhuizen,51.33333333,0.083333333,841263
Mijnsheerenland,51.79722222,4.483333333,841274
Zandhuizen ,52.93333333,5.6,842764
Rijkerbeek,51.6,0.083333333,842779
Macharen,51.8,0.083333333,842837
Obbicht,51.03333333,5.783333333,843050
Pingjum,53.11666667,5.433333333,843404
Kievitsdel,51.98333333,5.783333333,843579
Exloërkijl,52.89027778,6.930555556,843695
Kouwenberg,51.58333333,0.083333333,844048
Zelt,51.51666667,0.083333333,844342
Opperburen,53.06666667,6.216666667,844365
Onderwierum,53.31666667,0.566666667,844480
Everse,51.56666667,0.083333333,844566
Roodkerk,53.26666667,5.916666667,844682
Foxhol,53.08333333,0.716666667,845272
Meppel,52.69583333,6.194444444,845417
Ophoven,51.1,5.85,845445
Burgersdijk,51.96805556,4.25,846435
Austerlitz,52.07916667,5.3,846753
Cellemuiden,52.62638889,6.05,847268
De Droo,51.95,6.016666667,847583
Beusichem,51.95,5.3,847719
Kampereiland,52.58333333,5.883333333,848332
Oud-Bergentheim,52.52361111,6.566666667,848401
Mariaparochie,52.38194444,6.7,848610
Langstraat,51.33333333,5.866666667,848883
Zoggel,51.71666667,0.083333333,849076
Vliegert,51.36666667,5.966666667,849324
Broek-Noord,52.98333333,5.783333333,849513
Hasselderheide,51.43333333,6.166666667,849518
Oostkapelle,51.56666667,3.55,849921
Gouwe,52.73333333,4.966666667,850035
Zelhem,52,6.35,850210
Moordhuizen,51.81666667,5.433333333,850443
Helhoek,51.89861111,4.083333333,850580
Maarheeze,51.3,0.083333333,850612
Strijbeek,51.5,0.066666667,850644
Eethen,51.71666667,0.083333333,851041
Westerklooster,53.38333333,0.383333333,851182
Gemonde,51.61666667,0.083333333,851235
Emst,52.31666667,5.983333333,851341
Kuttingen,50.76666667,5.916666667,851627
Stroobos,53.23333333,6.216666667,851887
Overlangbroek,51.99166667,5.366666667,852319
Voorste Heikant,51.33333333,0.083333333,852376
Egelshoek,52.18333333,5.15,852490
Keiendorp,52.62222222,6.566666667,853318
Rhederbrug,53.08333333,0.166666667,853699
Moerenbrug,51.55,0.083333333,854051
Vinkel,51.7,0.083333333,854409
Bokt,51.48333333,0.083333333,854471
Halsteren,51.51666667,0.066666667,854490
Loenen,52.11666667,6.016666667,854553
Overdinkel,52.23611111,7.033333333,854777
Rijkerswoerd,51.93333333,5.883333333,854874
Noordbergum,53.21666667,6.016666667,854932
Bolshuizen,53.3,0.466666667,855190
Hogeveen,52.07777778,4.566666667,855352
Horsthoek,52.36666667,6.033333333,855366
Kroddeburen,53.3,0.716666667,855536
Ingber,50.81666667,5.866666667,855550
's-Gravendeel,51.77916667,4.616666667,856153
Warm,51.91666667,6.316666667,856659
Beckum,52.21111111,6.733333333,856679
Beugen,51.66666667,0.083333333,857129
Laar,51.63333333,0.083333333,857213
Bollingawier,53.38333333,6.033333333,857846
Portengense Brug,52.16111111,4.95,858150
Ruitenveen,52.56527778,6.25,858164
Bloemberg,52.65138889,6.352777778,858337
Dale,51.95,6.566666667,858382
De Wijk,52.67361111,6.290277778,858829
Langstraat,51.675,4.266666667,858950
Jisp,52.51666667,4.85,858991
Kladde,51.55,0.066666667,859347
Aekinga,52.95,6.316666667,859393
Oosterik,51.35,0.083333333,859483
Poeldijk,52.025,4.216666667,859695
Walik,51.35,0.083333333,859816
Nieuwe Wetering,52.20694444,4.616666667,859883
Torenveen,53.00694444,6.8375,859884
Klein Mariekerke,51.51666667,3.533333333,859945
Zoelmond,51.93333333,5.316666667,860176
Den Hoef,51.83333333,5.633333333,860733
Cranendonck,51.3,0.083333333,860842
Oude Maasdijk,51.83333333,5.433333333,861409
Oosterland,51.65,4.033333333,861433
Westerlee,51.97361111,4.216666667,862252
Velp,51.73333333,0.083333333,862606
Asenray,51.2,6.05,862648
Teijlingen,52.23194444,4.516666667,862704
Meije,52.12083333,4.783333333,862753
Nieuw-Lotbroek,50.9,5.933333333,862777
Utrecht,52.09166667,5.116666667,863013
Kooihuizen,53.03333333,5.416666667,863732
De Wacht,51.75138889,4.616666667,864242
Verlorenhoek,51.65,0.083333333,864631
Tuindorp,51.55,6.166666667,864712
's-Heer Abtskerke,51.46666667,3.883333333,864920
Den Hout,51.65,0.066666667,865093
Hippolytushoef,52.9,4.966666667,865483
Wammert,53.13333333,5.666666667,865508
Wehe-Den Hoorn,53.35,0.416666667,865686
Breedschot,51.5,0.066666667,865702
Achttienhoven,52.14722222,4.85,865763
Hilakker,51.48333333,0.083333333,865997
Oventje,51.66666667,0.083333333,866187
Boshoek,52.33333333,6.033333333,866331
Varsen,52.52083333,6.383333333,866420
Eind,51.51666667,0.083333333,866422
Roden,53.1375,6.420833333,866502
Moleneind,51.51666667,6.083333333,866659
De Bolt,51.73333333,0.083333333,866861
Zwartewatersklooster,52.61944444,6.1,867354
Geerdijk,52.47638889,6.566666667,867469
Harkema-Opeinde,53.18333333,6.133333333,867900
Poortvliet,51.55,4.15,868055
Horsten,52.93333333,0.1,868168
Beek,51.53333333,5.95,868400
Dokkum,53.33333333,6,868441
Noordwelle,51.71666667,3.8,868739
Zwartsluisje,51.77222222,4.316666667,868807
Oomsberg,52.95,0.1,868838
Noorden,52.16666667,4.816666667,868906
Paterswolde,53.14444444,6.565277778,869797
Beekdorp,52.35555556,6.816666667,869908
Venekoten,52.98333333,6.3,870158
Moorveld,50.91666667,5.75,870862
't Woud,52.2,5.55,871355
Wessem,51.16666667,5.883333333,871405
Oosternieland,53.4,0.75,871776
Noordeloos,51.90416667,4.933333333,871785
Moerkapelle,52.04444444,4.566666667,872076
Hugten,51.31666667,0.083333333,872283
Zwijnsbergen,51.51666667,0.083333333,872351
Weilenseind,51.53333333,0.066666667,872445
Diffelen,52.52222222,6.55,872480
Knegsel,51.38333333,0.083333333,872563
Aalsmeerderbrug,52.26666667,4.75,872626
Nederland,52.75555556,5.95,872713
Nieuwenhoorn,51.85416667,4.133333333,872852
Spinolaberg,51.5,0.066666667,874061
Drimmelen,51.7,0.066666667,874164
Abtswoude,51.97916667,4.35,874962
Winschoten,53.13333333,0.033333333,874980
Haneburen,53.01666667,6.1,875406
Nijbroek,52.3,6.066666667,876406
Glane-Beekhoek,52.22361111,6.966666667,876557
Sint Janskerkhof,52.25,5.216666667,876570
Loo,51.3,0.083333333,876720
Eendragt,51.35,3.9,876933
Strijen,52.64166667,4.533333333,877013
Venne,51.26666667,5.983333333,877419
Wilp,52.21666667,6.15,877883
Drouwenermond,52.97916667,6.905555556,877887
Nootdorp,52.04444444,4.383333333,878712
Deurze,52.98472222,6.609722222,878887
Ginderdoor,51.5,0.066666667,878893
Ommerschans,52.58888889,6.383333333,879630
Nieuwerkerk,51.65,4,880025
Wolfsbosch,51.55,0.083333333,880108
Pesse,52.77222222,6.454166667,880164
Emmerschans,52.80138889,6.938888889,880191
Zevenhuizen,53.23333333,6,880260
Boskoop,52.075,4.65,880390
Halle,51.98333333,6.433333333,881235
Aduard,53.25,0.45,881464
Tjuchem,53.26666667,0.866666667,881971
Moerbeek,52.76666667,4.85,882001
Hegge,50.95,5.866666667,883118
Bonrepas,51.96388889,4.833333333,883526
Bingerden,51.98333333,6.1,883692
Nuil,52.78888889,6.451388889,884221
Biezen,51.25,3.466666667,884983
Het Vonderen,51.13333333,5.9,885243
Holte,53.05,0.033333333,885384
Vuilpan,51.25,3.5,885400
Looieind,51.6,0.083333333,885799
Oudendijk,51.77222222,4.266666667,886321
Vierbannen,51.73333333,0.066666667,886323
Oene,52.35,6.05,886337
Weijpoort,52.08194444,4.8,886393
Puiflijk,51.88333333,5.583333333,886477
Langelaar,52.1,5.516666667,886513
Oudorp,52.63333333,4.783333333,886603
Ter Wupping,53.03333333,0.066666667,886836
Gooi,52.03333333,6.266666667,887080
Heythuysen,51.25,5.9,887665
Sterksel,51.35,0.083333333,887742
Oostdorp,52.66666667,4.7,887877
Groot Breedenbroek,51.9,6.45,888033
Muiderberg,52.33333333,5.116666667,888090
Beetgumermolen ,53.23333333,5.7,888427
Offerkamp,51.16666667,5.966666667,888512
Bonkwerd,53.13333333,5.6,888896
Roodeschool,53.41666667,0.766666667,889085
Niekerk,53.33333333,0.316666667,889863
Langenberg,51.6,0.083333333,890060
Hondseind,51.46666667,0.066666667,890129
Wijmers,52.65,5.15,890644
Sijbrandahuis,53.31666667,5.966666667,890866
Wijhe,52.38611111,6.133333333,890873
Vlieland,52.02916667,4.433333333,891088
Langenholte,52.54861111,6.1,891551
Berkt,51.71666667,0.083333333,891798
Franse Hoef,51.36666667,0.083333333,892171
Abshoven,50.96666667,5.85,892667
Blesdijke,52.83333333,6.016666667,892844
Wolsum,53.03333333,5.55,893056
Oranjewoud,52.95,5.966666667,894020
Kettingwier,53.3,6.066666667,894164
Oostrum,51.53333333,6.016666667,894662
Voskuilen,52.10416667,5.433333333,896178
Ham,51.65,0.083333333,896214
Rietmolen,52.15,6.666666667,896985
Oosterhof,52.28333333,5.983333333,897588
Tricht,51.88333333,5.266666667,897934
Gracht,50.85,6.033333333,898008
Langelo,53.09305556,6.445833333,898074
Ferwoude,53.01666667,5.433333333,898292
Blankenberg,51.78333333,5.833333333,898716
Maarland,50.8,5.716666667,898764
Geulle,50.91666667,5.733333333,898900
Achterbosch,51.5,0.083333333,899297
Meerlo,51.51666667,6.083333333,899567
Purmer,52.5,4.983333333,899595
Zandfort,51.43333333,0.066666667,899655
Dallingeweer,53.28333333,0.05,899951
Engelbert,53.2,0.633333333,900021
Altweert,51.23333333,5.7,900091
Beneden Veensloot,53.11666667,0.916666667,900329
Hoorzik,51.78333333,5.316666667,900380
Scheulder,50.83333333,5.85,900679
Raamsdonksveer,51.68333333,0.066666667,900818
Gun,51.5,6.116666667,901026
Den Berg,51.56666667,0.083333333,901067
Langelo,52.14305556,6.7,901258
Groot-Valkenisse,51.5,3.5,901302
Tjaard,53.13333333,5.816666667,901338
Anevelde,52.59722222,6.65,901390
Zegge,51.55,0.066666667,901689
Lutjewinkel,52.76666667,4.883333333,901808
Hazelberg,51.63333333,0.083333333,902147
Leeuwstuk,50.93333333,5.95,902219
Oosternijkerk,53.38333333,6.05,902278
Balk,52.9,5.583333333,902288
Oudehorne,52.96666667,6.066666667,902298
Brucht,52.55,6.6,902430
Eenrum,53.35,0.45,902706
Brammelo,52.15277778,6.666666667,903166
Sopsum,53.16666667,5.5,903425
Valtherblokken,52.85277778,6.919444444,903756
Waterval,50.9,5.783333333,903858
Hoogwatum,53.38333333,0.866666667,903890
Hoonhorst,52.48611111,6.216666667,904164
Sint Joost,51.11666667,5.9,904538
Rotstergaast,52.9,5.9,904930
Vissersburen,52.95,5.55,905063
Oudijk,52.68333333,5.116666667,905408
Nieuwstad,53.4,0.866666667,905429
Koogerveld,53.1,4.783333333,906028
Reijmerstok,50.8,5.833333333,906123
Termunten,53.28333333,0.033333333,906750
Weverslo,51.51666667,5.933333333,907060
Boeicop,51.93333333,5.116666667,907641
Bedum,53.3,0.6,907671
Zevenhuizen,52.19722222,4.55,907765
Peeldijk,51.51666667,0.083333333,907860
De Veenhoop,53.1,5.95,907946
't Vlut,51.3,5.783333333,908093
Lutten,52.61111111,6.566666667,908143
Goilberdingen,51.95,5.183333333,908203
Den Helder,52.96666667,4.766666667,909040
Sijbrandaburen,53.06666667,5.716666667,909163
Nijverdal,52.35972222,6.466666667,909206
Holterhoek,52.08333333,6.666666667,909611
Achterdijk,51.65,0.066666667,909742
Kortgene,51.55,3.8,910668
Aijen,51.58333333,6.05,910689
Noordeinde,52.19305556,4.766666667,910811
Sintjohannesga,52.91666667,5.85,910990
Reeth,51.9,5.833333333,911053
Steenwijk,52.7875,6.116666667,911228
Hespelaar,51.65,0.066666667,911277
Klein Dorregeest,52.55,4.733333333,911513
Noorderbuurt,52.9,4.933333333,911764
Irnsum ,53.08333333,5.8,912218
Dam (Limburg),51.71666667,6.033333333,912315
Lamswaarde,51.35,4.05,912779
Kelmond,50.91666667,5.8,912963
Langedijke,52.95,6.283333333,913287
Vliet,52.01666667,4.85,913808
Landorp,51.38333333,0.083333333,913980
Klein-Welsden,50.83333333,5.8,914095
Rotterdam,51.92222222,4.466666667,914223
Hazennest,51.58333333,0.083333333,914569
De Voorstad,51.38333333,0.083333333,914693
Speuld,52.26666667,5.716666667,914704
Middelburg,52.05694444,4.666666667,914978
Roderwolde,53.16805556,6.469444444,915017
Weiteveen,52.67222222,6.9875,915152
Wier,53.25,5.633333333,915569
Broekkant,51.41666667,0.083333333,915665
't Zand,51.8,0.066666667,915964
Ter Borg,52.93333333,0.116666667,916083
's-Gravenpolder,51.46666667,3.9,916487
Visbuurt,53.38333333,5.95,916713
De Haar,52.60972222,6.366666667,916720
Oostelbeers,51.31666667,0.083333333,916801
Friens,53.1,5.8,917004
Sterenborg,53.03333333,0.066666667,917277
Dorshout,51.61666667,0.083333333,917414
Bulkemsbroek,50.83333333,5.966666667,917772
Kanis,52.125,4.883333333,918162
Kokkelert,51.08333333,5.8,918166
Partij,50.81666667,5.916666667,918271
Klundert,51.65,0.066666667,918362
Barger-Erfscheidenveen,52.72777778,6.868055556,918759
Zuidhaffel,53.03333333,4.8,919203
Abbengawier,53.06666667,5.783333333,919593
Calfven,51.4,0.066666667,919611
Middelburen,53.13333333,6.033333333,919703
Strype,51.89027778,4.083333333,919707
Oud-Vroenhoven,50.83333333,5.65,920010
Rozendaal,52.01666667,5.966666667,920042
Sliedrecht,51.82083333,4.766666667,920065
Barlo,51.96666667,6.6,920711
Koekangerveld,52.71527778,6.334722222,920897
Valthe,52.84583333,6.894444444,920972
Werkhoven,52.025,5.233333333,921721
Dijkhuizen,52.35,6.016666667,921796
Haart,51.68333333,0.083333333,921861
Westbeemster,52.56666667,4.9,922230
Adorp,53.26666667,0.533333333,922455
De Mars,51.95,5.533333333,922572
Kamperhoek,51.35,3.966666667,922673
Opheusden,51.93333333,5.633333333,922713
Den Kaat,52.61527778,6.383333333,923594
De Bocht,51.56666667,0.066666667,923630
De Laren,51.58333333,0.083333333,924131
Varsselder,51.88333333,6.35,924245
Eesergroen,52.89027778,6.779166667,924404
Westeinde,52.69583333,6.083333333,925211
Spaansehoek,51.51666667,0.083333333,925609
Scheide,51.5,5.966666667,926313
Keijenborg,52.03333333,6.3,926640
Ruischerbrug,53.21666667,0.633333333,927048
Zaarvlaas,51.51666667,0.083333333,927242
Booneschans,53.15,0.166666667,927295
Birstum,53.06666667,5.85,928915
Portengen,52.15416667,4.95,929232
Molenstraat,51.61666667,0.083333333,929311
Drieënhuizen,52.15,5.7,929790
Nij Altoenae,53.3,5.65,929798
Sinselbeek,50.81666667,5.916666667,929986
Schalsum,53.2,5.566666667,930005
Harenkarspel,52.73333333,4.783333333,930236
Wouwse Plantage,51.48333333,0.066666667,930411
Sint Janskerke,51.51666667,3.5,930483
Zijldijk,53.38333333,0.75,930876
Nieuwe Pekela,53.06666667,0.95,930961
Kapel,52.58333333,4.683333333,931499
Merselo,51.53333333,5.933333333,931557
Veele,53.03333333,0.083333333,931587
Krabbenhoek,51.3,4.1,931654
Trent,51.66666667,0.083333333,931791
Oud-Appelscha,52.95,6.333333333,931852
Abbenes,52.23333333,4.6,931963
Wemeldinge,51.51666667,4,932261
Evertsoord,51.4,5.95,932278
Meeden,53.13333333,0.916666667,932720
Westenschouwen,51.68333333,3.716666667,932881
Medevoort,51.46666667,0.083333333,932995
Nieuw-Dordrecht,52.74861111,6.968055556,933146
Wessingtange,52.91666667,0.133333333,933146
Veenhuizen,52.7,4.9,933396
Klarenbeek,52.16666667,6.083333333,933629
Westmaas,51.78611111,4.466666667,934109
Smallebrugge,52.95,5.633333333,934649
Alteveer,52.675,6.486111111,934690
Gemaal,52.25277778,4.9,935076
Blauwverlaat,53.23333333,6.166666667,935449
Wirdum,53.31666667,0.783333333,935490
Babberich,51.9,6.116666667,935773
Terhorst,50.78333333,5.816666667,936256
Spijkenisse,51.84444444,4.316666667,936541
Kabel,52.25,4.65,936643
Schoor,51.5,6,936888
Eembrugge,52.22638889,5.3,937003
Hillegom,52.29027778,4.583333333,937022
Ellerhei,51.21666667,5.783333333,937066
Homoet,51.93333333,5.8,937223
Loobrink,52.31666667,6,937395
Voort,51.46666667,0.083333333,937527
Stroodorpe,51.26666667,3.833333333,937539
Oud-Heusden,51.71666667,0.083333333,937560
Lakerveld,51.94305556,5.016666667,938106
Halle-Heide,52.01666667,6.45,938162
Abbenbroek,51.84861111,4.233333333,938389
Plaat,50.76666667,5.916666667,938422
Vaarsche Hoef,51.4,0.083333333,938526
Heide,51.28333333,5.916666667,938816
Halder,51.63333333,0.083333333,939812
Morra,53.36666667,6.1,940111
Warffum,53.38333333,0.55,940217
Kunrade,50.86666667,5.933333333,940510
Ankeveen,52.26666667,5.1,940522
Boekelo,52.20416667,6.783333333,941374
De Dennenhoek,52.16666667,6.566666667,941442
Rietven,51.41666667,0.083333333,941602
Sweikhuizen,50.95,5.85,941945
Deelse Kampen,51.56666667,0.083333333,942331
Weimeren,51.45,0.066666667,942703
Blekslage,52.98333333,0.05,942788
Laad en Zaad,53.05,5.55,942984
Tuindorp Oostzaan,52.41666667,4.9,943114
Kattendijke,51.51666667,3.95,943214
Tempel,52.06805556,4.7,943241
